"","created_at","title","description","petition_status"
"127",2020-06-04 15:42:01,"Mr. Prakash javadekar: No vacines/ No College","<p>Opening of COLLEGES in July will be the worst decision by the Government. It's insane. It's like playing with fire when we ought to douse it with full force.  Sign this petition.</p>
<p>The current academic session should continue in e-learning mode. Even EXAMS should be Cancelled or Online Exams should be conducted. Most of the college students went to their native  due to corona virus. Their parents won't send them back to another city .</p>
<p>Stand with us. Sign and share this petition asking for no colleges until there is a permanent solution for COVID -19.</p>
<p>-VOICE OF THOUSANDS OF STUDENTS</p>","active"
"128",2020-12-28 15:45:13,"Chief Minister of Gujarat : LRD Male_33 _67","<p>As per the Indian Constitution Article 16 there must be equal opportunity in Public employment. But here in Gujarat' LRD recruitment process of year 2018-19 there is gender discrimination. Government didn't maintained the ratio of 33% female and 67%Male ratio.</p>","active"
"129",2020-11-28 05:23:33,"Health minister: One day baby abducted from Vanivilas Hospital: Nonfunctional CCTV camera aid the abductor","<p>It is not the first time that a newborn has gone missing from Vani Vilas Hospital nor is it going to be the last. And while we acknowledge and applaud the police team that investigated successfully the complaint relating to the missing baby of Arshiya, barely a day after her delivery and restoring the baby to the distraught mother, this shocking incident causes several concerns about the safety of the system.</p>
<p>Vani Vilas renders yeoman services to the people of Bangalore by providing a haven for women to deliver, free of cost, their babies. It is a service used by hundreds of poor, vulnerable women irrespective of caste or creed. A rough estimate is that on average about 100 deliveries before Covid and 60-70 after Covid occur on a day. Indeed a phenomenal service!</p>
<p>Yet, it is absolutely imperative that we focus on the functioning of the hospital: its infrastructure, the systems and security measures, etc. For instance, what is the right number of CCTV cameras required and how can it be tolerated that of the 12 CCTV cameras installed 10 were not functioning? The hospital, which is open 24/7 to attend to mothers, throughout the day, is a maze of pregnant women, attendants, relatives, visitors, etc. It is difficult to distinguish between genuine patients, genuine relatives and friends and those that ramble/roam around with the intent of finding an opportunity to steal a baby or interchange/swap a girl baby with a boy baby, and then if caught, passing it off as a 'mistaken identity'. These sordid/sleazy happenings are frequently reported, but what are the systems put in place to prevent them? Another question is, what is the quality of the security measures and how sufficient and how efficient are the security personnel? In the present case of the missing child, only 2 CCTV cameras out of 12 were functional. This footage shows the abductor casually/cooly exiting with the baby. Should not procedures be there in place to monitor the 'real mother with her baby' so that the fake ones are weeded out?</p>
<p>It is in this context that the news item ""police issue notice to Vani Vilas hospital over security lapses"" in The Hindu, Sunday, November 22, 2020, is a step in the right direction and must be followed up until proper preventive and effective systems with an element of accountability put in place. Please sign and endorse this petition to demand safer hospital spaces to prevent the abduction and subsequent selling of little babies. Every voice counts!</p>","active"
"130",2019-12-02 18:23:34,"Narendra Modi : DEATH PENALTY FOR RAPE","<p><strong>WOMEN DESERVE TO EXIST EQUALLY AS MEN DO.</strong><br><strong>THEY DESERVE THE FEELING OF SECURITY AS MUCH AS MEN DO.</strong></p>
<p>I AM NOT A WOMAN.I'M JUST HUMAN.</p>
<p>EVERY NEWS BEARS THE ILL FATED HAPPENINGS OF WOMEN AROUND THE COUNTRY.INNOCENT LIVES BEING TORTURED EVERYDAY. EVERYWHERE.</p>
<p><strong>NOBODY DESERVES SUCH A BRUTAL LIFE ! NOBODY ! </strong><br><strong>WHERE A WOMAN HAS TO FACE SUCH TRAUMATIC EXPERIENCES AND WON'T EVEN BE ABLE TO SPEAK OF IT ! </strong><br><strong>A LOT OF DAMAGE HAS BEEN DONE ! NO MORE ! </strong></p>
<p><strong>EVERY MAN HAS TO FEAR OF WHAT A WOMAN GOES THROUGH MENTALLY, BEFORE HURTING OR ATTACKING THEM PHYSICALLY OR VERBALLY. EVEN IF THE RAPIST HAS PSYCHOLOGICAL ISSUES.TREATING THEIR BRAIN AFTER WHAT HAS HAPPENED WILL NOT REVERSE ANYTHING ! </strong></p>
<p>I COUNT ON THE PRIME MINISTER AND THE SUPREME COURT OF THE COUNTRY TO BRING JUSTICE FOR TIME TO COME AND PREVENT SUCH PATHETIC AND HORRIFYING INCIDENTS FROM OCCURRING , BY INSTILLING THE FEAR OF HAVING TO FACE DEATH IN THE MINDS OF THE PUBLIC AGGRESSIVELY. FOR THOSE CONVICTED , THERE SHALL BE NO SECOND THOUGHTS. NO STAY.</p>
<p>PRAYERS GO OUT TO ALL THOSE WHO HAD TO FACE THE SAD TRUTH.</p>
<p>THIS ENDS WITH US . <strong>THIS IS FOR THE MOTHER , DAUGHTER , SISTER , FRIEND , WIFE , AUNT</strong> . ALL OF WHOM WE MEAN NOTHING , WITHOUT ! <br>THEY HAVE US.</p>
<p><strong>WE ARE THE VOICE, WE ARE THE CHANGE.</strong></p>
<p><strong>I BELIEVE IN YOU ! I BELIEVE WE CAN ! </strong></p>
<p>I PRAY FOR THE WELL BEING OF ALL HUMAN BEINGS.</p>
<p><strong>LOVE ALWAYS . EQUAL ALWAYS.</strong> </p>
<p><strong>P</strong><strong>lease sign this petition to make India safer for women. </strong></p>","active"
"131",2021-03-28 10:02:42,"As we believe in our inner strength of spirituality let us bring it out to work on positive approach: Yes it’s a very big problem to grow bigger.  

As we spread the fear of  negetive vibrations","<p>Spiritual organizations come forward to imbibe cleanliness of mind and inner heart, i.e., clean thoughts. Every individual has to work on this by giving positive vibes (energy) to drive away the fear in their mind.  Fill your hearts with love for yourself and every individual. The love for self boosts confidence to fight the negative energy.</p>
<p>If spiritual organizations work to develop a clean and clear mind then they can bring back a human being's innate nature, which makes everyone a scholar to spread love, wisdom, and purity, which makes mother nature and mother earth a blissful place to live in.</p>
<p>Let this change come from me and spread all around. Let my inner spiritual qualities be helpful to the next person. If I use my love and compassion for others, I become so happy by seeing them happy. If my wisdom makes the opposite person take wiser decisions and grow in their path of action, my heart fills with bliss.</p>
<p>If my mind is pure with clean and crystal clear thoughts, it spreads all around. This way like minded people's pure and clean thoughts become stronger and stronger. Then why must mother nature and mother earth have to face such negativity and so many natural calamities?  </p>
<p>Mother Nature is always ready by spreading soft green carpets in our paths and letting us go high, waiting with blue velvet blankets to spread warmth into our lives.<br>  <br>So, let the change start with me!</p>","active"
"132",2021-04-28 19:39:01,"SAGs or TAGs: The students deserve their grades based on SAGs. Exams in Oct would waste their next year.","<p>The government's decision of attending exams in October isn't righteous towards the students. The students won't get enough time to prepare their exams for 11th grade as it'll further pressurize them. We request you to kindly withdraw and mark the students on the bases of TAGs. Other schools like LGS, Lacas and Aitchison has already done it. We request Ma'am Attia to please take an action and do something for the welfare for the students.</p>
<p>Thank you.</p>","active"
"133",2021-04-06 05:58:09,"Aoishi Chakroborty, 2019A1PS0282G: Uninstall Miu, Stripe, Gripena and all Other Blights Upon Humanity","<p>Please save us good Lord</p>","active"
"134",2020-06-03 15:11:56,"Supreme Court of India: Criminalise marital rape in India","<p>Marital rape has been perpetual in India for a long time and it is horrendous and heinous for it to be legal and the rapists to be unaffected after the commission of rape . Woman in India have been oppressed and assaulted from time immemorial and it is time that we speak up for all the injustice we’ve faced . If all of us come together we can unanimously induce a crusade against this crime. So I would request you all to sign this petition for the better of our future and the future of every woman in India and this world.</p>","active"
"135",2020-11-07 17:18:36,"india: This Diwali, Green Diwali","<p>We proudly announce that the NSS volunteers of Sri Guru Gobind Singh College, Sector 26, Chandigarh will sign and promote a petition stating that they won’t celebrate this Diwali with Fire Crackers as we know in this situation of pendamic, if firecrackers would be burnt, it would create respiratory difficulties and health hurdles for all the sections of society.</p>","active"
"136",2021-01-17 17:42:19,"NARENDRA MODI, RATAN TATA: A Shelter For Animals at Jamshedpur","<p>We are dedicated to animal welfare and preventing cruelty to stray, abandoned or <br>abused cats, dogs, cows and other animals at Jamshedpur, Jharkhand.</p>
<p><br>We will focus our efforts for lovingly carry and unheard cries of animals in pain</p>
<p><br>We want to establish a shelter for animals that cannot be adopted due to medical <br>conditions or age.</p>
<p>This activity will be conducted by the board members, the volunteers <br>and the members for the organization.</p>
<p><br>We don’t have a shelter at Jamshedpur, hence many animals are been abused on daily <br>basis, we are unable to provide them proper treatment.</p>
<p><br>We will be providing shelter, water, food, and the necessary medical care and <br>rehabilitation for animals in need. Medical care will be performed by local veterinarians <br>and will include but not limited to sterilization, vaccinations, testing for disease, as well as <br>any other medical care recommended by the veterinarian to promote the health of the <br>animal.</p>
<p><br>We appeal if you can help us for a space approx 15,000 to 20,000 sqft preferably with a <br>boundary wall for the shelter, and a vet ambulance for the same.</p>
<p><br>We shall be ever grateful to you for helping the unspeakable.</p>
<p><br>Every little bit helps. Your support will be highly appreciated.</p>
<p><br>Thanking You,</p>
<p><br>Yours Truly<br>Aniz Patel<br>For JAMSHEDPUR RED PAWS RESCUE FOUNDATION </p>","active"
"137",2021-01-01 17:53:22,"SPCA : ""Be with humanity and treat stray dogs as a soul; voice for voiceless""","<p>I'm Gayathri from Vellore, Tamil Nadu. Me and my family used to feed the stray dogs in our street and we were facing lots of problems and also threatened by our neighbours. We can't able to go outside because opposite house person and friends threatening and harrasing me and my mom with abusive words. And also stated that he will kill my father. I have video proof for this issue. Also everyone is hurting the dogs by using stones, sticks, and hammer. We don't have any support to make any move. As a girl I can't handle this alone. As per law, every citizen can feed the stray dogs, those who causing problems for feeders should be punished. There is no awareness between the peoples about the laws for strays. Please help us from this tough situation. We need protection, support and help for stray dogs from you. </p>","active"
"138",2021-04-29 02:05:46,"@BCCI @SGanguly99 We need to focus on ICU beds and not IPL matches","<p>India Needs #ICUBeds not #IPL2021. Imagine when doctors, ambulances and other medical facilities are parked inside the stadium as people are dying outside on the roads.</p>
<p><br>Please Note - i’m a cricket lover but how can you enjoy cricket when your city is dying due to medical health failure.</p>","active"
"139",2020-05-11 09:58:34,"Prime minister of India:  Implement Toilets in indian Railway Engine Rooms: ,More than 500 of them are WOMEN!!","<p><strong>This petition is for supporting</strong>  <strong>Indian railway drivers. </strong></p>
<p><strong>There is no TOILET in Indian railway Engine rooms!!!!</strong></p>
<ul>
<li>There are more than 100000 Loco pilots and train guards in Indian railways.</li>
<li>About 500 are WOMEN !!!. They also are human beings. Pity them!!!.</li>
<li>Request the Prime Minister and the Railway minister to find a solution to solve this problem. </li>
<li> Over 23 million passengers are using Indian railway every day. So they too have a responsibility to raise this problem with the authorities.</li>
</ul>","active"
"140",2021-04-16 06:27:14,"Office of the Chief Minister of Maharashtra: Harrasment during cancellation of the admission.","<p>I the undersigned had taken admission for the PHD course at department of electronics and telecommunication engineering at GH RAISONI college of engineering and management, Wagholi, Pune on 08/01/2020</p>
<p><strong>GH RAISONI college of engineering and management</strong></p>
<p><strong>Navin Gat No. 1200, Wagholi, Domkhel Road, Haveli Pune</strong></p>
<p><strong>Phone: +91-9604787185</strong></p>
<p><strong>ghrcem.pune@raisoni.net</strong></p>
<p>Due to some personal issues and unavoidable circumstances I had to cancel my admission which was done on 06/01/2021.</p>
<p>After the formal cancellation application, I was duly returned my original documents (Certificates). When I enquired about refund of fees, it was refused by Director, Dy. Director and Dean PhD. It was informed that there are no standard norms in the college for the same. Subsequently they have asked me to pay three years’ fees which is totally absurd.</p>
<p>This type of harassment was not expected from such a reputed college. We have also informed the Vice-chancellor , Pro-Vice-chancellor and Registrar of SPPU university on 14/01/2021. We are still awaiting the reply on the same. </p>
<p>In continuation with the same we have written to AICTE, DTE, UGC but we have not been replied by them yet. </p>
<p>It's a very disappointing thing for me that, during such a pandemic situation students are being suffered by the dirty politics of these institutions. </p>
<p>I humbly request you to look into the matter and expect prompt justice from you.</p>
<p>Thank You.</p>","active"
"141",2020-06-07 11:16:19,"University of Allahabad: Promotion of students on the basis of previous/internal exams assessment.","<p>We are having that education curriculum in which authorities are ONLY concerned about conducting the examinations rather than rationalising that whether students well versed with their subjects &amp; have learnt them or not and also how far the Professors have completed the syllabus in right manner by addressing queries of their students.</p>
<p>And those are of view that if exam will not take place, students will not study well; should know that the students are at graduation level &amp; are aware of the fact that their carelessness towards study will be very injurious to them and put their all career dreams to an end. So please stop making this argument.</p>
<p>The Central University in which over 30,000 students are enrolled in different courses, University Administration is of view that Corona infection won't be injurious to their students and even if they get infected while travelling back to Prayagraj or writing exams, the death of students will help the nation in reducing its population.</p>
<p>THIS IS BETTER UNDERSTOOD IN THE CONTEXT OF PROPOSED EXAMINATION BY 'UNIVERSITY of ALLAHABAD'.</p>
<p> </p>","active"
"142",2021-03-30 17:13:35,"Human Rights Campaign: Stop inhuman treatment/custodial violence on Sikhs in Jammu Book NIA DSP Chakpal Sherawat","<p><strong>India’s NIA Brutally Tortured Sikh Youth Without Any Charges</strong>:  On March 26, the National Investigation Agency brutally tortured a Jammu-based Sikh youth named Jugraj Singh 31. He was called to the local police station about a case being probed by the NIA DSP Chakpal Sherawat and illegally detained in lock up and brutally third degree tortured by confining in room and kept on thrashing him for 3-4 hours where he was hit with a belt on his back more than a hundred times by the police officials. He has released by the intervention of his uncle a retired police officer and got medically examined. In the medical report, an injury in the spinal cord has been reported along with muscle damage despite numerous signs of torture of blunt weapons and the doctors have suggested him to take bed rest for 1-2 months, but he is worried about how he would be able to manage his home expenditures as his father has also been lying on the bed for the last 4-5 years due to brain hemorrhage and he is only bread winner of the family. We are requested to the Government to Book the DSP Chakpal Sherawat of NIA Jammu for his barbaric acts and provide the victim and his family exemplary compensation and free medical treatment. </p>
<p>down,”<a href=""https://www.thehindu.com/news/national/nia-official-tortured-my-nephew-in-custody-says-ex-police-officer/article34176787.ece/amp/#aoh=16169240495842&amp;referrer=https%3A%2F%2Fwww.google.com&amp;amp_tf=From%20%251%24s"" rel=""nofollow"">https://www.thehindu.com/news/national/nia-official-tortured-my-nephew-in-custody-says-ex-police-officer/article34176787.ece/amp/#aoh=16169240495842&amp;referrer=https%3A%2F%2Fwww.google.com&amp;amp_tf=From%20%251%24s</a></p>","active"
"143",2020-11-21 23:26:25,"Central Government: STOP Wasting Water ..Save Water..","<p>Water is a precious commodity. Water is elixier of life. WE ALL must understand value of water and <strong>respect water</strong>.</p>
<p>At various places, leakages and wastage is seen but nobody bothers.</p>
<p>Even the persons in charge of water supply departments of the government, hardly take up the matter seriously.</p>
<p>Recently the central government has passed legislation to panelized culprits who either waste or deteriorate or contaminate water.</p>
<p><strong>BUT, need strict implementation of the rules.</strong></p>
<p>अगली पीढ़ी को पानी मिलता रहे इसलिए आज की पीढ़ी पानी बचाये या यूँ कहे नयी पीढ़ी ये समझे कि हम सभी पानी बचाना जानते ही नहीं इसलिए पानी बचाना जरूर सीखे , सुरु करे तभी अपने बच्चो को पानी पीला पाएंगे ! तो सोचे और नियमो की कड़क अमलवारी करवाए। </p>
<p>""भय बिना प्रीत नही"" इस न्याय से नियमो का कड़ी तरह से पालन और ना करने वालोको सजा होनी चाहिए।</p>","active"
"144",2020-06-01 03:47:10,"Ministry of Ayurveda: Opening Yoga studio is more important than opening Alcohol Bar during this Covid lockdown","<p>Dear All Namaste- </p>
<p><br>I Sri Soham, representing Indian Association of Professional Yoga Teachers and Yoga Studio Owners (IAPYTYAO), on behalf of all members and yoga teachers of India, I would like to convey this request message to the Prime Minister Sri Narendra Modi ji, concerned Ayush Ministry and respective recipients.</p>
<p>We would like to bring your attention towards the professional Yoga Teachers and studio owners conveying their hardship during this extension of lockdown. More than starting a alcohol bar for increasing the state and central economy it is also very important to be aware that Yoga is a great tool to help improve respiratory health and immunity, both of which are involved in the prevention and healing from COVID-19. Even our beloved PM calls ""Yoga is good for community, immunity and unity"".</p>
<p>Hence it’s time to urged the government for giving relaxation for the yoga studios except the containment zone, that will help mitigate hardships faced by the yoga teachers. Even today, containing the spread of the virus remains the country's priority. But we also have to take into account that the Fitness and Yoga industry employs many lakhs of people. They are relying for their survival. Every lockdown extension is making it difficult for us to keep people employed, pay the rents and to sustain. Even one of the senior yoga teacher called us yesterday and cried that he is not able to feed two times of happy meal for his family and he is not able to pay his rent. Some how for time being we group of yoga teachers have helped him. But if this situation continue thousands of people who completely depend on yoga and fitness industry will be on street without anything.</p>
<p>Since the government has relaxed operations for several industries including the Bar to keep the wheels of economy moving, we are hoping that it allows Yoga studios some relaxation too. we will promise to take all necessary measures to keep the hygiene and social distance in studio.</p>
<p>Kindly Sign and share this Petition until it reaches the PMO, and concerned Ministry so that they will give some relaxation for yoga and fitness industry to start immediately. </p>
<p>For any details kindly contact 9980152222.</p>
<p>- Sri Soham</p>
<p>Yoga Practitioner and Representative of Indian Association of Professional Yoga Teachers and Yoga Studio Owners (IAPYTYAO)</p>","active"
"145",2017-05-05 12:18:50,"Municipal Corporation of Delhi: Batti Jalao - Improvement in Street Lighting in Delhi","<p>Delhi is unsafe-this is a fact that we are all aware of, and we have time and again tried to come up with long-term solutions to change this fact. However, there has been a very little change in the scenario, and this change is mostly taking place at a snails’ pace.</p>
<p>The idea behind this Petition is to make Delhi a tad bit safer by installing street lights throughout the city. Since the metro network is expanding rapidly and it is one of the most convenient and most used means of transportation for us today, even for working women, this Petition focuses on the metro stations in particular.</p>
<p>AIM:<br> Prepare a comprehensive list of all the metro stations in Delhi.</p>
<p> Chalk out areas around, (at least a kilometre around these stations) and prepare a report regarding the condition of street lights in these areas.</p>
<p> Use this report to approach authorities and get the problem of street lights fixed.</p>
<p>I have a personal belief that a lot of crimes can be avoided in well-lit environment. The ‘victim’ feels safer if the roads/parks/other public spaces are well-lit, and the ‘offender’ is less likely to strike in a place where s/he can easily be identified.</p>
<p>Join me in taking this step in making Delhi a safer place.</p>","active"
"146",2021-04-07 03:56:05,"Indian Central Government: Cancellation or change of mode of CBSE and ICSE board examinations","<p>As we know India is going through a tough time ,dealing with the Covid-19 virus .A second wave is coming up ,and stats say that it will be at its peak in late April 2021. We are also told that the board exams of The CBSE and ICSE are going to be held May 2021 onwards. Offline classes have already started in many states, and as we know THE SITUATION DOESNT GET ANY BETTER. Thousands of students are affected by the virus every day. Many of them, leaving this very planet without their contribution for which they are studying for so hard with absolute determination. Lives are affected, families too. Students tend to make contact with other infected students and in turn spread the virus to their kin, thus contributing to the manifold piling up of cases everyday.</p>
<p> </p>
<p>Students hold the very future of India. They have it all in their hands, and them suffering and dying is nowhere going to lead to the developed India we want. We are literally losing precious gems for the mere economy of other sectors. Do we want that? Isn't life and health more important than anything. As we've seen how keen some of the ministers are on continuing with classes and exams despite the rising cases and sufferings. In fact they are not bothered about the health of the students. Students were affected with the virus while writing the preparatory 1 and 2 (preparatory exams before the actual board exams).So how on Earth are they supposed to write a month long of exams while the second wave is at its peak without getting affected by the virus. Students affected would not even, hence get a chance to complete rest of their exams . Isn't that unfair ,given that college admissions are taken based on Board marks, which includes the marks pertaining to all subjects as a whole. Its clear injustice. What fault would the student have in this case.</p>
<p> </p>
<p>Online classes that happened in these months, were not helpful, doubts were not solved. There was no interaction with the teachers whatsoever. Trying to reach teachers was like a big piece of task. Teachers were finding it so difficult to contact us although they were trying their best. The lack of fast internet supply and the chunky salary cut, did not allow them to do the best they could do, due to the lack of amenities. Despite the huge ICSE syllabus chunk, which was hardly reduced for the year of havoc, studentS kept their silence and followed on. But now is the time to act. Health and Life is no joke.</p>
<p> </p>
<p>Also, none of the practical measures are being followed at schools. Social Distancing is not maintained, no sanitization and no wearing of masks by the students as well as the staff. The school managements do not even seem to care. The situation is taken for granted. I know how dangerous the virus is ,cause I've seen it first hand when my parents and my brother were suffering while they were affected by it. I used to be depressed every day thinking about them, while I was at home taking care of my grandparents and my little brother. It was very hard. Thankfully they came out of it ,but ,after so much suffering and loaded medical expenses. I having, a condition called allergic asthma ,and I know how hard it gets when you just have a cold, it's difficult to breath, with chest pains and bouts of coughing. With covid, it's going to be much worse for people like me and also for the general public.</p>
<p> </p>
<p>At last, I'd like to say boards are not that important than health and lives. Everyone deserves to live. Everyone wants to fulfil their aspirations and dreams ,but without life and good health , there's no chance of it happening. THUS,I URGE ALL OF YOU TO SUPPORT THIS PETITION FOR THE FUTURE OF INDIA. Covid cases were comparatively very very very very very less last year and the exams were cancelled. My dad being a doctor and the head of the SICU of the hospital he works in ,has seen it first hand. Everyday he sees patients suffering, families crying and children dying. ITS THAT SERIOUS. We also are given to know that inoculation does not prevent infection like we think it does, so it's not going to withold the virus. It's more worse this year, and we will not only need cancelation of exams But also ANOTHER LOCKDOWN. ITS ABSOLUTELY NECESSARY. INDIA IS NOT INDIA WITHOUT ITS CITIZENS .WE NEED PROTECTION. WE CANT LIVE OUR LIVES WITH FEAR.PLEASE FIND A WAY TO CANCEL THE EXAMS COMPLETELY AND PASSING ALL THE STUDENTS EQUALLY FOR NOT ONLY ICSE BUT ALL BOARDS OR HAVING A NON-LIFE IMPACTING SERIES OF EXAMS,OR COUNT MARKS BASED ON PROJECTS.PLEASE DONT PUT TENDER LIVES INTO RISK.PLEASE.PLEASE SIGN THIS. WE ARE IN NEED.WE NEED THE FUTURE AND THE FUTURE NEEDS US.WE NEED INDIA AND INDIA NEEDS US.</p>","active"
"147",2021-04-17 11:33:37,"Grade 10 ICSE students: Cancel grade 10 ICSE board exams","<p>We students of grade 10 in the ICSE board demand the cancellation of the grade 10 board exams for 2021 in view of the surge in covid-19 cases . Due to the ICSE's decision we students are confused on what to do and whether we should study or not , in case we are asked to write the examination . It would really be of help if the ICSE could reconsider their decision. It would really help if we got a lot of people to sign this petition.</p>","active"
"148",2020-06-20 08:42:21,"New leaf rehabilitation Centre : Physiotherapist seeking justice against Aarya web series","<p>Hello all, </p>
<p>We are totally against the dialogue from ""Aarya"" web series, which is degrading our nobel profession of physiotherapy and we want leagal action against the makers. </p>","active"
"149",2020-09-20 09:34:37,"Deeksha Bangalore : Being forced to take mid term exams being forced to take mid term in person  amidst corona","<p>While the government has made it okay to open schools and colleges, they made it optional. here at deeksha we are being made to take mid terms which have been made compulsory to attend. They can easily take it online as many schools and colleges have opted to do. Bangalore being a place which have over 1lakh cases we do not feel safe going there and our college is also in a containment zone . The college head is not on board to listen to our problems or understand our concerns. All we are asking for is to make it OPTIONAL to come to college to take the test.</p>","active"
"150",2020-09-24 10:41:43,"Ministry of Environment, Forests and Climate Change : Petition to withdraw Dog Breeding & Pet Shop Rules 2018.","<p>Sir,</p>
<p>As per news report  in India we have more than 1200 crore pet industry(inclusive of exotic pets, dog kennels, pet shops and pet accessories) and it gives employment to more than 1,00,000 families.</p>
<p>The norms and requirement prescribed in the new Pet Shop Rules 2018 and Dog Breeder Rules are too high for a small pet shop owner and dog breeder to survive in the market. Further, large number of paper work and involvement of veterinary department, forest department, local bodies and NGO's in day to day activity of this industry will definitely provide space to corruption and exploitation of small pet shop owners and breeders. The norms in these rules are very difficult to be fulfilled by small pet shop owner and Dog breeder.</p>
<p>Hence, Keeping in view the difficulties of small pet shop owners and Dog Breeders, it is humbly requested that rather than these Pet Shop and Dog Breeder rules, this industry also be brought under the preview of GST like other business and pet industry be also treated like any other business in India. </p>","active"
"151",2021-03-23 15:13:43,"Assampolice: Ban Barbaric Pet Training Institute Now and save innocent lives!","<p>This is the story of little Zeus who loved to play, to run after butterflies and tried his might to fly and catch the bird in the blue sky. Little did he know he was not meant to fly. He sniffed everything he came across, excerize his teeth on whatever chewable things he had access to ranging from all kind of shoes. Very keen on expressing his superiority he happily peed to mark his territory, to shoo the other dogs out with his barking who trespassed his territory. But amongst all this, the most loved action was the consistent wagging of his tail whenever he saw his human family. But, his human family thought in other ways. They wanted him to be trained in a human way. So they put him in a training Institution named National School for Dogs in Garchuk, Guwahati, Assam, India. From the very first day onward, Zeus failed to take a liking to the place. He was caged for almost twenty four hours, did not have enough space to run or do his favorite things which he enjoyed at his home. The master always rebuked him with a stick from outside his cage which made him angry enough to bark at him. He couldn't even protect himself. He was all alone there without his family who was supposed to protect him. He was beaten almost regularly in the name of so called training. He stayed there for two months and finally gave up silently without knowing why his dearest family were keen on keeping him in that horrible place when he knew everything which mother nature had already taught him. He knew how to wag his tail, he knew how to show his love for his family although he didn't know the human language to express his love for them. He died there silently...the only way to freedom from the everyday torture and lamentations he had to face while he was alive.</p>
<p>But would it be fair for the man to be free who tortured him so much, for him to be able to enjoy this beautiful world?</p>
<p>We want jusice for Zeus. We want to bring him and the owner of the organisation in the court of law. We want them to be arrested immediately and give them punishment for his horrendous ACT under the Indian law. We want the immediate closure of this so called Institution.</p>
<p>PLEASE SIGN THE PETITION FOR GIVING JUSTICE TO ZEUS AND SAVE MANY OTHER ZEUSES FROM THE HORRIBLE EXPERIENCE THEY MAY HAVE TO UNDERGO AT THE HANDS OF THEIR SO CALLED FRIEND...A HUMAN BEING.</p>
<p> </p>","victory"
"152",2021-03-15 12:53:31,"People For The Ethical Treatment Of Animals: Stop Secret Killings At The Cove","<p>The Taiji dolphin slaughter is a barbaric practice that annually takes place in Taiji, Japan.</p>
<p>What happens is this: a group of fishermen and a group of dolphin trainers drive hundreds of dolphins into a cove. Although most of the dolphins (especially bottlenose and Risso's dolphins) are killed for their meat, a small percentage of the dolphins are taken into the captive entertainment industry and sold to marine parks across the globe- including SeaWorld and Miami SeaQuarium.</p>
<p>Dolphin meat has high levels of mercury and cadmium- both of which are very harmful to one's health. Yet the horrible hunt goes on.</p>
<p>Please sign this petition for the sake of the many dolphins whose lives are at stake.</p>
<p> </p>","victory"
"153",2018-11-15 09:14:57,"BBMP: Renew and issue contracts for Animal Birth Control (ABC) service @BBMPCOMM @BBMP_MAYOR","<p>Imagine you are walking down a lane. <strong>You see <em>one</em> street dog.</strong> You either ignore her or feed her something -- and you walk on. <strong>A month later, you see not one but <em>seven</em> dogs</strong> on the same street -- <strong>the original one and her six puppies!</strong></p>
<p><strong>Dog populations can multiply every month</strong>, which is why Bangalore’s municipal corporation<strong> (BBMP) has a free Animal Birth Control (ABC) program</strong> in place. As part of the program, <strong>BBMP issues contracts to animal welfare agencies</strong> to ensure humane surgeries on dogs, as well as anti-rabies vaccinations for the safety of the community.</p>
<p>However, this <strong>program can be effective only there is a continuous ABC service</strong> in operation. <strong>The good work of six months can be lost by missing out on a single month of ABC.</strong></p>
<p>The <strong>contract of my locality's ABC agency ended</strong> in early October this year, and <strong>BBMP has neither renewed it nor appointed another agency to take over. For every month of delay, the population will rise.</strong> It is no surprise that <strong>Bangalore's street dog population was 2.9 lakh</strong> at last count.</p>
<p><strong>Please sign my petition asking BBMP to renew old contracts or issue new ones, two weeks before</strong> the old agency’s term ends in an area, to ensure the smooth, continuous functioning and handover of the ABC program. <strong>BBMP must also renew or issue new contracts for all expired ones on or before 30 November 2018.</strong></p>
<p><strong>Today, my area (West Zone) is affected</strong> -- covering <strong>44 wards in six constituencies: </strong>Malleswaram, Rajaji Nagar, Vijaya Nagar, Mahalakshmi Layout, Gandhi Nagar and Chamarajpet. <strong>Tomorrow, your locality could be left without an ABC program.</strong></p>
<p>Last year, with re-zoning and fresh contracts being issued, citizens were left without ABC in some areas for several months. <strong>This burgeoning population is a recipe for disaster -- dog migration, more fights, more bites.</strong> <strong>If we want all this to stop, we need to act SOON and contain the numbers.</strong></p>
<p><strong>Please sign and share my petition. </strong>Together, we and BBMP can work towards a smooth ABC service and reduce the man-animal conflict.</p>","victory"
